Job Title,Company,Location,Salary,Skills,Description
"Full Stack Software Engineer (UI Focus) - TS/SCI w/polygraph - Fort Meade, MD",Deloitte,MD,$76K - $124K (Glassdoor est.),"Operating systems, CSS, React, Relational databases, Windows","Bachelor’s degree in Computer Science or related field required. Support client team’s development and maintenance of a large suite of custom analytic and UI…&hellip;
Skills: Operating systems, CSS, React, Relational databases, Windows"
Software Engineer,Aces Incorporated,MD,$88K - $130K (Glassdoor est.),"Jira, CI/CD, Data mining, Kubernetes, MongoDB","This integration will enhance the merged company’s set of technical capabilities, mission expertise, and contract presence for intelligence community customers.&hellip;
Skills: Jira, CI/CD, Data mining, Kubernetes, MongoDB"
Cloud Software Engineer Level 1,Steel Point Solutions,MD,$72K - $160K (Employer est.),"APIs, Less, Analytics, Hadoop","Design, develop, and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.&hellip;
Skills: APIs, Less, Analytics, Hadoop"
Cloud Engineer,"Bluemont Technology & Research, Inc.",MD,Not Provided,"Cloud architecture, System design, AWS, APIs, Cybersecurity","BS in technical field with 0-5 years' experience or AS in technical field with at least 2 year's of strong cloud experience.&hellip;
Skills: Cloud architecture, System design, AWS, APIs, Cybersecurity"
Software Engineer I,VIKTech LLC,MD,$95K - $121K (Glassdoor est.),"System design, Contracts","Provides specific input to the software components of system design to include hardware/software trade-offs, software reuse, use of Commercial Off-the-shelf …&hellip;
Skills: System design, Contracts"
Sr. Software Engineer,MATRIX SYSTEMS & TECHNOLOGIES INC,MD,$75K - $110K (Employer est.),"CI/CD, Computer science, Elasticsearch, Software troubleshooting, React","A. Bachelor’s degree in computer science, or a related field. B. Document technical specifications, architecture, and design decisions.&hellip;
Skills: CI/CD, Computer science, Elasticsearch, Software troubleshooting, React"
Software Engineer,Aces Incorporated,MD,$88K - $130K (Glassdoor est.),"Jira, CI/CD, Data mining, Kubernetes, MongoDB","This integration will enhance the merged company’s set of technical capabilities, mission expertise, and contract presence for intelligence community customers.&hellip;
Skills: Jira, CI/CD, Data mining, Kubernetes, MongoDB"
Software Engineer,Aces Incorporated,MD,$88K - $130K (Glassdoor est.),"Jira, CI/CD, Data mining, Kubernetes, MongoDB","This integration will enhance the merged company’s set of technical capabilities, mission expertise, and contract presence for intelligence community customers.&hellip;
Skills: Jira, CI/CD, Data mining, Kubernetes, MongoDB"
Senior Software Developer (CSWF),General Dynamics Information Technology,Patuxent River Naval Air Station,$126K - $170K (Employer est.),"NIST standards, Software development, SDLC","Analyze user needs and develop software solutions, applying principles and techniques of computer science, engineering, and mathematical analysis.&hellip;
Skills: NIST standards, Software development, SDLC"
Cyber Software Engineer,Lockheed Martin,MD,$140K - $246K (Employer est.),"CI/CD, Software troubleshooting, Kubernetes, DevOps, System design","The program performs the analysis, design, development, integration, test and deployment, securing, modernization, and operations and maintenance (O&M) and…&hellip;
Skills: CI/CD, Software troubleshooting, Kubernetes, DevOps, System design"
Sr Graphics Developer,Leidos,MD,$126K - $228K (Employer est.),"Adobe Photoshop, Computer science, Signal processing, Kubernetes, C++","Tools: Experience with OpenSceneGraph, 3DS Max, Maya, Photoshop, or similar modeling tools. Skills: Minimum 12 years of developing graphics applications,…&hellip;
Skills: Adobe Photoshop, Computer science, Signal processing, Kubernetes, C++"
DevOps Engineer - Clearance Required,Lockheed Martin,MD,$140K - $246K (Employer est.),"Computer science, Kubernetes, DevOps, Linux","In support of our customer, members of the team are responsible for providing full lifecycle support including analysis, design, development, integration,…&hellip;
Skills: Computer science, Kubernetes, DevOps, Linux"
Software Engineer II,General Dynamics Information Technology,MD,$115K - $155K (Employer est.),"CSS, System design, Databases, JavaScript, Software development","Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.&hellip;
Skills: CSS, System design, Databases, JavaScript, Software development"
Cloud Software Engineer,CACI,MD,$103K - $216K (Employer est.),"Ontology, Ansible, MongoDB, Java, Scala","As part of the Secure the Enterprise initiative, develop capabilities to shift from the current manual system security evaluation and authorization process to a…&hellip;
Skills: Ontology, Ansible, MongoDB, Java, Scala"
Cyber Workflow UI/UX Developer,Lockheed Martin,MD,$140K - $246K (Employer est.),"Web accessibility, NoSQL, Java, AWS, JavaScript","(Washington state applicants only) Non-represented full-time employees: accrue at least 10 hours per month of Paid Time Off (PTO) to be used for incidental…&hellip;
Skills: Web accessibility, NoSQL, Java, AWS, JavaScript"
"ServiceNow Software Developer (TS/SCI with Poly/NEW HIRE SIGN-ON BONUS UP TO $30,000)",General Dynamics Information Technology,MD,$149K - $201K (Employer est.),"NIST standards, JavaScript, Software development, ServiceNow, RMF","Employee Referral Program that offers a $10,000 Referral Bonus with an additional $2,500 retention bonus for the next three years for specific technical roles…&hellip;
Skills: NIST standards, JavaScript, Software development, ServiceNow, RMF"
Software Engineer,Aces Incorporated,MD,$88K - $130K (Glassdoor est.),"Jira, CI/CD, Data mining, Kubernetes, MongoDB","This integration will enhance the merged company’s set of technical capabilities, mission expertise, and contract presence for intelligence community customers.&hellip;
Skills: Jira, CI/CD, Data mining, Kubernetes, MongoDB"
Software Engineer,Aces Incorporated,MD,$88K - $130K (Glassdoor est.),"Jira, CI/CD, Data mining, Kubernetes, MongoDB","This integration will enhance the merged company’s set of technical capabilities, mission expertise, and contract presence for intelligence community customers.&hellip;
Skills: Jira, CI/CD, Data mining, Kubernetes, MongoDB"
Software Engineer III,VIKTech LLC,MD,$118K - $148K (Glassdoor est.),"System design, Contracts","Provides specific input to the software components of system design to include hardware/software trade-offs, software reuse, use of Commercial Off-the-shelf …&hellip;
Skills: System design, Contracts"
Software Engineer,SilverEdge,MD,$96K - $138K (Glassdoor est.),"React, Ansible, NoSQL, Databases, SQL","Six (6) years of experience in software development/engineering. Bachelors degree from an accredited college or university in Computer Science or related…&hellip;
Skills: React, Ansible, NoSQL, Databases, SQL"
Full Stack Engineer,Johns Hopkins Applied Physics Laboratory (APL),MD,$90K - $230K (Employer est.),"TensorFlow, CI/CD, Authentication, Go, Kubernetes","Possess excellent written and verbal communication skills, both technical and non-technical. Possess a B.S. in Computer Science, Engineering, Mathematics or…&hellip;
Skills: TensorFlow, CI/CD, Authentication, Go, Kubernetes"
Senior Front-End Software Engineer,Neural Solutions,MD,$200K - $230K (Employer est.),"CI/CD, Elasticsearch, CSS, React, Kubernetes","Strong grasp of scalable, maintainable, and performance front-end architectures and patterns like state management and responsive design principles, with the…&hellip;
Skills: CI/CD, Elasticsearch, CSS, React, Kubernetes"
Senior Software Engineer,Sunwater Capital,MD,$140K - $220K (Employer est.),"Jira, Node.js, CSS, React, Application development","AllSci is seeking a Senior Software Engineer to help develop a state-of-the-art data-driven technology platform that will have significant impact on scientific…&hellip;
Skills: Jira, Node.js, CSS, React, Application development"
Cloud Engineer,ERP International,MD,$140K - $190K (Employer est.),"Jira, CI/CD, Azure, Operating systems, Kubernetes","With a strong background in Azure environments and extensive experience in automation tools such as Jenkins, GitLab, Kubernetes, and Docker, the ideal candidate…&hellip;
Skills: Jira, CI/CD, Azure, Operating systems, Kubernetes"
Sr Software Developer,ELEVI Associates,MD,$174K - $240K (Employer est.),"Management, CSS, Java, Angular, Metadata","Support the modernization of malware analysis and develop techniques for metadata storage for knowledge management to support the defense of national security…&hellip;
Skills: Management, CSS, Java, Angular, Metadata"
Software Engineer Level 2,Base-2 Solutions,MD,$175K - $234K (Employer est.),"Computer science, System design, AWS, Docker, PostgreSQL","Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.&hellip;
Skills: Computer science, System design, AWS, Docker, PostgreSQL"
Software Engineer,Orbis,MD,$84K - $115K (Glassdoor est.),"Jira, Kubernetes, System design, Java, Docker","Provides specific input to the software components of system design to include hardware/software trade-offs, software reuse, use of Commercial Off-the-shelf …&hellip;
Skills: Jira, Kubernetes, System design, Java, Docker"
Software Engineer,"Envero, LLC",MD,Not Provided,"Computer science, System administration, Kubernetes, Big data, Spark","Rapid prototypes and designs based on analyst workflows allow us to design interfaces that increase user access to relevant data.&hellip;
Skills: Computer science, System administration, Kubernetes, Big data, Spark"
Junior Software Engineer (SWE1),Raytheon,MD,$90K - $121K (Glassdoor est.),"Vulnerability research, C++, C, Python","The ideal candidate will help design and develop cutting edge, modern and scalable frameworks for our customers to ensure our customers have the latest and…&hellip;
Skills: Vulnerability research, C++, C, Python"
Software Engineer,Raytheon,MD,$80K - $100K (Glassdoor est.),"Vulnerability research, System design","Provides specific input to the software components of system design to include hardware/software trade-offs, software reuse, use of Commercial Off-the-shelf …&hellip;
Skills: Vulnerability research, System design"
Software Engineer,Booz Allen,MD,$85K - $193K (Employer est.),"CI/CD, Computer science, Virtualization, Scripting, Ruby","Bachelor's degree and 14+ years of experience with software engineering or 18+ years of experience with software engineering in lieu of a degree.&hellip;
Skills: CI/CD, Computer science, Virtualization, Scripting, Ruby"
Sr Graphics Developer,Leidos,MD,$126K - $228K (Employer est.),"Adobe Photoshop, Computer science, Signal processing, Kubernetes, C++","Tools: Experience with OpenSceneGraph, 3DS Max, Maya, Photoshop, or similar modeling tools. Skills: Minimum 12 years of developing graphics applications,…&hellip;
Skills: Adobe Photoshop, Computer science, Signal processing, Kubernetes, C++"
Software Engineer II,Black Eagle Defense,MD,$170K - $190K (Employer est.),"Elasticsearch, Kubernetes, System design, MongoDB, Java","Design, develop, and modify software systems, using scientific analysis and mathematical models to predict and measure outcomes and consequences of design.&hellip;
Skills: Elasticsearch, Kubernetes, System design, MongoDB, Java"
Software Developer,EBSoft Consulting Inc,MD,Not Provided,"Apache Hive, Analysis skills, Root cause analysis","Design, develop, implement and test software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of…&hellip;
Skills: Apache Hive, Analysis skills, Root cause analysis"
"Software Engineer, Backend (Java) – Mid","Technik, Inc",MD,$79K - $137K (Glassdoor est.),"CI/CD, SAFe, Oracle, JUnit, Ansible","The Software Engineer is an accomplished technical leader, proactive customer-focused advocate, a team player with substantial software engineering experience,…&hellip;
Skills: CI/CD, SAFe, Oracle, JUnit, Ansible"
Senior Software Engineer (Onsite),Collins Aerospace,MD,$90K - $182K (Employer est.),"TCP, React, System design, Git, OOP","Perform software engineering work across a variety of domains including communications and connectivity using ground-to-air and ground-to-ground software…&hellip;
Skills: TCP, React, System design, Git, OOP"
Sr. Software Developer,"Paradigm Infotech, Inc.",MD,$108K (Employer est.),"Cognos, Power BI, Management, Microsoft SQL Server, .NET","Analyze, Plan and Develop Business Programs; Design, test and conduct technical writing of software applications; Gather and synthesize business requirements…&hellip;
Skills: Cognos, Power BI, Management, Microsoft SQL Server, .NET"
Senior Software Engineer,"Syms Strategic Group, LLC (SSG)",MD,$75K (Employer est.),"CI/CD, Elasticsearch, React, Kubernetes, Supervising experience","Document technical specifications, architecture, and design decisions. Collaborate with cross-functional teams to design and implement software solutions.&hellip;
Skills: CI/CD, Elasticsearch, React, Kubernetes, Supervising experience"
Senior Software Developer,YSI,MD,$150K - $170K (Employer est.),"ASP.NET, Oracle, C#, Java, Analysis skills","Bachelor’s degree in business administration, Computer Science, Information Technology, or related field. Excellent analytical and problem-solving skills, with…&hellip;
Skills: ASP.NET, Oracle, C#, Java, Analysis skills"
Cloud Software Engineer,ManTech,MD,Not Provided,"CI/CD, Go, Kubernetes, DevOps, Java","Bachelor's Degree from an accredited college or university in Computer Science or related discipline from an accredited college or university is required Or 4…&hellip;
Skills: CI/CD, Go, Kubernetes, DevOps, Java"
RF Software Engineer,Lockheed Martin,MD,Not Provided,"C++, Linux, Python","In support of our customer, members of the team are responsible for providing full lifecycle support including analysis, design, development, integration,…&hellip;
Skills: C++, Linux, Python"
Sr Software Engineer - DevSecOps/Cyber focus,General Dynamics Information Technology,MD,$111K - $150K (Employer est.),"Jira, CI/CD, Computer science, Social media management, AWS","BA/BS in Computer Science or related field and 5+ years of relevant experience. Develop information systems by studying operations; designing, developing, and…&hellip;
Skills: Jira, CI/CD, Computer science, Social media management, AWS"
CNO Java Software Engineer,ManTech,MD,$103K - $150K (Glassdoor est.),"Jira, Computer science, Gradle, Software troubleshooting, Bamboo","Bachelor’s degree in computer science or related field, plus 7 years of programming experience OR 11 years of programming experience in lieu of a degree.&hellip;
Skills: Jira, Computer science, Gradle, Software troubleshooting, Bamboo"
CNO Python Software Engineer,ManTech,MD,$115K - $163K (Glassdoor est.),"Jira, Computer science, Gradle, Software troubleshooting, Bamboo","Bachelor’s degree in computer science or related field, plus 7 years of programming experience OR 11 years of programming experience in lieu of a degree.&hellip;
Skills: Jira, Computer science, Gradle, Software troubleshooting, Bamboo"
Senior Cryptographic Software Engineer,ManTech,MD,$83K - $118K (Glassdoor est.),"Computer science, TCP, Management, Encryption, Java","Experience and understanding of FIPS 140-3, Common Criteria, and other cryptographic certification processes. Must have a current/active TS/SCI w/ Polygraph.&hellip;
Skills: Computer science, TCP, Management, Encryption, Java"
Software Engineer Level 1,General Dynamics Information Technology,MD,$115K - $155K (Employer est.),"CSS, System design, Information security, Databases, JavaScript","Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.&hellip;
Skills: CSS, System design, Information security, Databases, JavaScript"
"ServiceNow Software Developer (TS/SCI with Poly/NEW HIRE SIGN-ON BONUS UP TO $30,000)",General Dynamics Information Technology,MD,$149K - $201K (Employer est.),"NIST standards, JavaScript, Software development, ServiceNow, RMF","Employee Referral Program that offers a $10,000 Referral Bonus with an additional $2,500 retention bonus for the next three years for specific technical roles…&hellip;
Skills: NIST standards, JavaScript, Software development, ServiceNow, RMF"
"SharePoint Software Developer (TS/SCI with Poly/NEW HIRE SIGN-ON BONUS UP TO $30,000)",General Dynamics Information Technology,MD,$122K - $144K (Employer est.),"Microsoft SQL Server, Application development, Analysis skills, Scripting, SharePoint","Manage and administer SharePoint environments, including design, implementation, and maintenance of SharePoint sites and sub-sites. Top Secret SCI + Polygraph.&hellip;
Skills: Microsoft SQL Server, Application development, Analysis skills, Scripting, SharePoint"
C++ Developer,California Creative Solutions Inc.,MD,$110K - $115K (Employer est.),"MATLAB, C++, Systems engineering, JSP, Technical writing","Competent understanding of algorithms and software design patterns required. Quality technical writing skills desired. Must have an active DoD Secret Clearance.&hellip;
Skills: MATLAB, C++, Systems engineering, JSP, Technical writing"
Operational Support Software Engineer,Power3 Solutions and Partnering Companies,MD,$250K - $300K (Employer est.),"TCP, Azure, Rust, Go, Java","Provide field engineering (sensor and communications integration, networking, software development) support, assistance, and guidance to armed forces members.&hellip;
Skills: TCP, Azure, Rust, Go, Java"
Software Engineer/Developer,Aces Incorporated,MD,$80K - $122K (Glassdoor est.),"Jira, Computer science, Data mining, Git, Java","At least one (1) year of experience as a software engineer supporting software architecture development, requirement analysis, process execution and evaluation,…&hellip;
Skills: Jira, Computer science, Data mining, Git, Java"
Senior Full Stack Software Engineer (Java),Gen3 Technology Consulting,MD,$120K - $160K (Employer est.),"CI/CD, Elasticsearch, Management, IT management, React","Document technical specifications, sequence diagrams, architecture, and design decisions. This position involves designing, developing, and maintaining primary…&hellip;
Skills: CI/CD, Elasticsearch, Management, IT management, React"
Software Engineer Level 0-3,JY Systems LLC,MD,$120K - $240K (Employer est.),"CI/CD, System administration, Kubernetes, Ansible, DevOps","Provides specific input to the software components of system design to include hardware/software trade-offs, software reuse, use of Commercial Off-the-shelf …&hellip;
Skills: CI/CD, System administration, Kubernetes, Ansible, DevOps"
HPC Software Engineer,Power3 Solutions and Partnering Companies,MD,$100K - $300K (Employer est.),Not Provided,Utilizes software development and software design methodologies appropriate to the development environment. Reviews and tests software components for adherence…&hellip;
Software Engineer- CIPS Program,DSD Laboratories Inc.,MD,$80K - $85K (Employer est.),"CI/CD, React, C#, Java, JavaScript","O Take part in benefits such as student loan repayment program, tuition/certification assistance, wellness stipends, and many more!&hellip;
Skills: CI/CD, React, C#, Java, JavaScript"
Software Engineer 2,DCCA,MD,$140K - $230K (Employer est.),"System design, Contracts, IT","Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.&hellip;
Skills: System design, Contracts, IT"
Staff Engineer,GEICO,MD,$115K - $230K (Employer est.),"TensorFlow, Authentication, Computer science, SAFe, Azure","Experience building the architecture and design (architecture, design patterns, reliability, and scaling) of new and current systems.&hellip;
Skills: TensorFlow, Authentication, Computer science, SAFe, Azure"
Lead Software Engineer,T. Rowe Price,MD,$142K - $303K (Employer est.),"XML, DevOps, Java, SOAP, SQL","In this role you will design, develop, modify, adapt and implement short- and long-term solutions to information technology needs through new and existing…&hellip;
Skills: XML, DevOps, Java, SOAP, SQL"
Software Engineer Level 1,Base-2 Solutions,MD,$130K - $173K (Employer est.),"Jira, Elasticsearch, Management, Salt, Kubernetes","Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.&hellip;
Skills: Jira, Elasticsearch, Management, Salt, Kubernetes"
Software Developer,MEDI+SIGN,MD,$84K - $111K (Glassdoor est.),"Software troubleshooting, SQL, OOP, C++, C","Bachelor’s Degree in related field or equivalent years experience. Developing technical documentation to guide future software development projects.&hellip;
Skills: Software troubleshooting, SQL, OOP, C++, C"
Software Developer (3-5 Years of Experience),Rose Financial Solutions LLC,MD,$80K - $95K (Employer est.),"Cucumber, Selenium, Java, Microservices, OOP","Your responsibilities will include: Helping our organization develop and launch our Project Management Platform to market, working collaboratively with the…&hellip;
Skills: Cucumber, Selenium, Java, Microservices, OOP"
"Senior Software Engineer, Front End",Total Wine & More,MD,$122K - $165K (Employer est.),"CI/CD, CSS, React, C#, Test automation","This engineer will work closely with product owners, UX designers, and other engineers to translate designs into actionable technical requirements and…&hellip;
Skills: CI/CD, CSS, React, C#, Test automation"
Software Engineer,Fuse Engineering LLC,MD,$90K - $131K (Glassdoor est.),"Jira, CI/CD, Software troubleshooting, Bamboo, Kubernetes","§ Experience with CI/CD principles, methodologies, and tools such as GitLab CI and Bamboo. § Experience with CI/CD principles, methodologies, and tools such as…&hellip;
Skills: Jira, CI/CD, Software troubleshooting, Bamboo, Kubernetes"
Cloud Software Engineer,Aces Incorporated,MD,Not Provided,"Elasticsearch, Kubernetes, Ansible, Spark, System design","Provides specific input to the software components of system design to include hardware/software trade-offs, software reuse, use of Commercial Off-the-shelf …&hellip;
Skills: Elasticsearch, Kubernetes, Ansible, Spark, System design"
Operational Support Software Engineer,"Halcyon Days Consulting, LLC",MD,$250K - $300K (Employer est.),"TCP, Azure, Rust, Go, Java","Provide field engineering (sensor and communications integration, networking, software development) support, assistance, and guidance to armed forces members.&hellip;
Skills: TCP, Azure, Rust, Go, Java"
ACS- Embedded Software Developer/Engineer,"Athenix Solutions Group, LLC",MD,$100K - $225K (Employer est.),"Management, C++, C, GitLab, Python","CS1: 3+ years experience in software design/dev/test + BS in relevant field (reduced to 1+ years with a MS, increased to 7+ years without a BS).&hellip;
Skills: Management, C++, C, GitLab, Python"
Web Development,Convention Strategy,MD,$70K - $120K (Glassdoor est.),"SSO, Computer science, CSS, Relational databases, Visual Studio","Computer Science and engineering mindset, understanding and utilizing concepts and theory to solve practical problems. NET framework and coding in C# for .&hellip;
Skills: SSO, Computer science, CSS, Relational databases, Visual Studio"
Software Engineer,Aces Incorporated,MD,$88K - $130K (Glassdoor est.),"Jira, CI/CD, Data mining, Kubernetes, MongoDB","This integration will enhance the merged company’s set of technical capabilities, mission expertise, and contract presence for intelligence community customers.&hellip;
Skills: Jira, CI/CD, Data mining, Kubernetes, MongoDB"
"Software Engineer - Columbia, Maryland",In-Depth Engineering Corporation,MD,$85K - $105K (Employer est.),"Computer science, Writing skills, Java, C++, Linux","Utilize modern software development tools in an agile environment to design, develop, integrate, and test software solutions for the Aegis Display Subsystem.&hellip;
Skills: Computer science, Writing skills, Java, C++, Linux"
DevSecOps / Cloud / AWS Software Engineer - Top Secret - SCI Clearance Required,Highlight Technologies,MD,$92K - $143K (Glassdoor est.),"CI/CD, Management, Software troubleshooting, React, Git","Associates Degree or higher in the Information Technology/Cyber Security or any related technical field. Write clean, functional code on the front- and/or back…&hellip;
Skills: CI/CD, Management, Software troubleshooting, React, Git"
Senior Software Developer (CSWF),General Dynamics Information Technology,Patuxent River Naval Air Station,$126K - $170K (Employer est.),"NIST standards, Software development, SDLC","Analyze user needs and develop software solutions, applying principles and techniques of computer science, engineering, and mathematical analysis.&hellip;
Skills: NIST standards, Software development, SDLC"
Software Engineer II,General Dynamics Information Technology,MD,$115K - $155K (Employer est.),"CSS, System design, Databases, JavaScript, Software development","Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.&hellip;
Skills: CSS, System design, Databases, JavaScript, Software development"
Principal Cyber Software Test Engineer (EC),Northrop Grumman,MD,$121K - $182K (Employer est.),"Jira, CI/CD, Test automation, Selenium, Git","Ability to take requirements and develop test completion criteria to verify end-to-end requirements, perform exploratory test cases, design and develop test…&hellip;
Skills: Jira, CI/CD, Test automation, Selenium, Git"
Software Engineer II,General Dynamics Information Technology,MD,$115K - $155K (Employer est.),"CSS, System design, Databases, JavaScript, Software development","Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.&hellip;
Skills: CSS, System design, Databases, JavaScript, Software development"
Dynamics AX Developer - Hybrid,Kforce,MD,$140K - $150K (Employer est.),"Computer science, Data structures, ERP systems, Microsoft SQL Server, .NET","Bachelor's degree in Computer Science, Software Engineering or relevant field or equivalent work experience. This company will provide a relocation package for…&hellip;
Skills: Computer science, Data structures, ERP systems, Microsoft SQL Server, .NET"
"Cyber Software Engineering, Senior Advisor",Peraton,MD,$146K - $234K (Employer est.),"Operating systems, Software deployment, C++, C, Software development","Our teammates on the program provide expert, onsite support in research and development of software designed to exploit vulnerabilities of adversary technology,…&hellip;
Skills: Operating systems, Software deployment, C++, C, Software development"
Cyber Software Engineer Sr Staff,Lockheed Martin,MD,$140K - $246K (Employer est.),"CI/CD, System design, Git, MongoDB, Java","Provides specific guidance to the software components of system design to include hardware/software trade-offs, software reuse, use of Commercial Off-the-shelf …&hellip;
Skills: CI/CD, System design, Git, MongoDB, Java"
Embedded Software Engineering Manager (Secret Clearance Required),Entegee,MD,$150K - $185K (Employer est.),"FPGA, Process improvement, C++, Docker, C","Participate in proposal preparation and analyze product specifications to develop software designs. Expertise in embedded software design, architecture, and…&hellip;
Skills: FPGA, Process improvement, C++, Docker, C"
"SharePoint Software Developer (TS/SCI with Poly/NEW HIRE SIGN-ON BONUS UP TO $30,000)",General Dynamics Information Technology,MD,$122K - $144K (Employer est.),"Microsoft SQL Server, Application development, Analysis skills, Scripting, SharePoint","Manage and administer SharePoint environments, including design, implementation, and maintenance of SharePoint sites and sub-sites. Top Secret SCI + Polygraph.&hellip;
Skills: Microsoft SQL Server, Application development, Analysis skills, Scripting, SharePoint"
Software Engineer,Aces Incorporated,MD,$88K - $130K (Glassdoor est.),"Jira, CI/CD, Data mining, Kubernetes, MongoDB","This integration will enhance the merged company’s set of technical capabilities, mission expertise, and contract presence for intelligence community customers.&hellip;
Skills: Jira, CI/CD, Data mining, Kubernetes, MongoDB"
Software Test Engineer (TS/SCI with Poly),SOLERITY,MD,$120K - $140K (Employer est.),"Management, JUnit, Test automation, Selenium, Git","Collaborating with software engineers to develop effective strategies and test cases. Able to clearly communicate technical issues and ideas orally and written…&hellip;
Skills: Management, JUnit, Test automation, Selenium, Git"
"Software Engineer, Level 1",Independent Software,MD,$80K - $120K (Glassdoor est.),"CI/CD, Elasticsearch, Microsoft Office, Django, Ruby","New development uses Python to make calls to external programs and interface with Jenkins's continuous integration/continuous delivery (CI/CD) jobs and…&hellip;
Skills: CI/CD, Elasticsearch, Microsoft Office, Django, Ruby"
Software Engineer,Aces Incorporated,MD,$88K - $130K (Glassdoor est.),"Jira, CI/CD, Data mining, Kubernetes, MongoDB","This integration will enhance the merged company’s set of technical capabilities, mission expertise, and contract presence for intelligence community customers.&hellip;
Skills: Jira, CI/CD, Data mining, Kubernetes, MongoDB"
Software Systems Engineer,DCI Solutions,MD,$160K - $200K (Employer est.),"CI/CD, SAFe, Kubernetes, Kanban, Docker","System users, requirements owners, and developmental contractors. Participates in government oversight of contractor for:&hellip;
Skills: CI/CD, SAFe, Kubernetes, Kanban, Docker"
DoD SkillBridge: Software Developer or Engineer,"TeamWorx Security, Inc.",MD,$49K - $89K (Glassdoor est.),"Node.js, React, Analysis skills, Software development, AI","3+ years of software development or engineering serving in a Full-Stack Developer capacity or similar role. Have 180 days of military service or fewer remaining…&hellip;
Skills: Node.js, React, Analysis skills, Software development, AI"
Backend Developer,Eccalon LLC,MD,$89K - $115K (Glassdoor est.),"Computer science, Node.js, CSS, Software troubleshooting, MongoDB","Bachelor’s degree in computer science, or a related field (or equivalent work experience). You will work closely with front-end developers, project managers,…&hellip;
Skills: Computer science, Node.js, CSS, Software troubleshooting, MongoDB"
Software Engineer (Front End Focus),"Visionist, Inc.",MD,$80K - $160K (Employer est.),"Jira, Java, Application development, Analysis skills, Confluence","Bachelor's degree in a technical discipline. Experience in java/front end development. U.S citizenship required (green card holders and permanent residents are…&hellip;
Skills: Jira, Java, Application development, Analysis skills, Confluence"
SOFTWARE DEVELOPER,Techfinite Systems,MD,$71K - $104K (Glassdoor est.),"Computer science, Software troubleshooting, React, Web development, Relational databases","Bachelor’s degree in computer science, Software Engineering, or a related field (or equivalent experience). You will collaborate with cross-functional teams to…&hellip;
Skills: Computer science, Software troubleshooting, React, Web development, Relational databases"
HPC Software Engineer,Bytoa,MD,$210K - $245K (Employer est.),"System design, DoD experience, Analysis skills, Math, Computer hardware","Experience with software components of system design to include hardware / software trade-offs, software reuse, and use of open source software and/or…&hellip;
Skills: System design, DoD experience, Analysis skills, Math, Computer hardware"
Software Engineer,Aces Incorporated,MD,$88K - $130K (Glassdoor est.),"Jira, Elasticsearch, Data mining, Node.js, Bootstrap","Provides specific input to the software components of system design to include hardware/software trade-offs, software reuse, use of Commercial Off-the-shelf …&hellip;
Skills: Jira, Elasticsearch, Data mining, Node.js, Bootstrap"
Software Engineer Level 1,IntelliGenesis,MD,$149K - $184K (Employer est.),"CSS, React, System design, JavaScript, REST","Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.&hellip;
Skills: CSS, React, System design, JavaScript, REST"
Junior-Level Software Engineer,ProObject,MD,$82K - $114K (Glassdoor est.),"Jira, CI/CD, Elasticsearch, Node.js, React","Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.&hellip;
Skills: Jira, CI/CD, Elasticsearch, Node.js, React"
Software Engineer 1,Amentum,MD,$142K - $162K (Employer est.),"CI/CD, Elasticsearch, System design, Microsoft Office, Django","Design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.&hellip;
Skills: CI/CD, Elasticsearch, System design, Microsoft Office, Django"
Cloud Software Engineer,Power3 Solutions and Partnering Companies,MD,$160K - $210K (Employer est.),"CI/CD, Azure, LAN, Microsoft SQL Server, Microsoft Office","Implements CI/CD-based application development methodology using tools such as Jenkins/TFS/PowerShell, as well as working with customers to ensure smooth and…&hellip;
Skills: CI/CD, Azure, LAN, Microsoft SQL Server, Microsoft Office"
Sr Software Engineer,TekSynap,MD,$108K - $147K (Glassdoor est.),"Jira, CI/CD, ASP.NET, Oracle, MVC","Your daily responsibilities will be to develop and design web applications and provide maintenance support. Applies knowledge of computer hardware and software,…&hellip;
Skills: Jira, CI/CD, ASP.NET, Oracle, MVC"
Cleared Junior Software Engineer,Yellow Duck Technologies Inc.,MD,Not Provided,"Java, JavaScript, Communication skills, Python","3+ years of experience and a bachelor's degree in a technical discipline. Yellow Duck is hiring cleared technical professionals at all skill levels.&hellip;
Skills: Java, JavaScript, Communication skills, Python"
